Common Name,Systematic Name
PGM2,YMR105C
YMR105W-A,YMR105W-A
YKU80,YMR106C
SPG4,YMR107W
ILV2,YMR108W
MYO5,YMR109W
HFD1,YMR110C
YMR111C,YMR111C
MED11,YMR112C
FOL3,YMR113W
YMR114C,YMR114C
MGR3,YMR115W
ASC1,YMR116C
SPC24,YMR117C
SHH3,YMR118C
ASI1,YMR119W
YMR119W-A,YMR119W-A
ADE17,YMR120C
RPL15b,YMR121C
YMR122C,YMR122C
YMR122W-A,YMR122W-A
PKR1,YMR123W
YMR124W,YMR124W
STO1,YMR125W
DLT1,YMR126C
SAS2,YMR127C
ECM16,YMR128W
POM152,YMR129W
YMR130W,YMR130W
RRB1,YMR131C
JLP2,YMR132C
REC114,YMR133W
YMR134W,YMR134W
GID8,YMR135C
YMR135W-A,YMR135W-A
GAT2,YMR136W
PSO2,YMR137C
CIN4,YMR138W
RIM11,YMR139W
SIP5,YMR140W
YMR141C,YMR141C
YMR141W-A,YMR141W-A
RPL13b,YMR142C
RPS16a,YMR143W
YMR144W,YMR144W
NDE1,YMR145C
TIF34,YMR146C
YMR147W,YMR147W
OSW5,YMR148W
SWP1,YMR149W
IMP1,YMR150C
YIM2,YMR151W
YIM1,YMR152W
YMR153C-A,YMR153C-A
NUP53,YMR153W
RIM13,YMR154C
YMR155W,YMR155W
TPP1,YMR156C
AIM36,YMR157C
YMR158C-A,YMR158C-A
MRPS8,YMR158W
YMR158W-B,YMR158W-B
ATG16,YMR159C
YMR160W,YMR160W
HLJ1,YMR161W
DNF3,YMR162C
INP2,YMR163C
MSS11,YMR164C
PAH1,YMR165C
YMR166C,YMR166C
MLH1,YMR167W
CEP3,YMR168C
ALD3,YMR169C
ALD2,YMR170C
EAR1,YMR171C
YMR172C-A,YMR172C-A
HOT1,YMR172W
DDR48,YMR173W
YMR173W-A,YMR173W-A
PAI3,YMR174C
SIP18,YMR175W
YMR175W-A,YMR175W-A
ECM5,YMR176W
MMT1,YMR177W
YMR178W,YMR178W
SPT21,YMR179W
CTL1,YMR180C
YMR181C,YMR181C
RGM1,YMR182C
YMR182W-A,YMR182W-A
SSO2,YMR183C
ADD37,YMR184W
RTP1,YMR185W
HSC82,YMR186W
YMR187C,YMR187C
MRPS17,YMR188C
GCV2,YMR189W
SGS1,YMR190C
SPG5,YMR191W
GYL1,YMR192W
YMR193C-A,YMR193C-A
MRPL24,YMR193W
YMR194C-A,YMR194C-A
CMC4,YMR194C-B
RPL36a,YMR194W
ICY1,YMR195W
YMR196W,YMR196W
VTI1,YMR197C
CIK1,YMR198W
CLN1,YMR199W
ROT1,YMR200W
RAD14,YMR201C
ERG2,YMR202W
TOM40,YMR203W
INP1,YMR204C
PFK2,YMR205C
YMR206W,YMR206W
HFA1,YMR207C
ERG12,YMR208W
YMR209C,YMR209C
YMR210W,YMR210W
DML1,YMR211W
EFR3,YMR212C
CEF1,YMR213W
SCJ1,YMR214W
GAS3,YMR215W
SKY1,YMR216C
GUA1,YMR217W
TRS130,YMR218C
ESC1,YMR219W
ERG8,YMR220W
FMP42,YMR221C
FSH2,YMR222C
UBP8,YMR223W
MRE11,YMR224C
MRPL44,YMR225C
YMR226C,YMR226C
TAF7,YMR227C
MTF1,YMR228W
RRP5,YMR229C
RPS10b,YMR230W
YMR230W-A,YMR230W-A
PEP5,YMR231W
FUS2,YMR232W
TRI1,YMR233W
RNH1,YMR234W
RNA1,YMR235C
TAF9,YMR236W
BCH1,YMR237W
DFG5,YMR238W
RNT1,YMR239C
CUS1,YMR240C
YHM2,YMR241W
RPL20a,YMR242C
YMR242W-A,YMR242W-A
ZRC1,YMR243C
COA6,YMR244C-A
YMR244W,YMR244W
YMR245W,YMR245W
FAA4,YMR246W
RKR1,YMR247C
YMR247W-A,YMR247W-A
GAD1,YMR250W
GTO3,YMR251W
HOR7,YMR251W-A
YMR252C,YMR252C
YMR253C,YMR253C
YMR254C,YMR254C
GFD1,YMR255W
COX7,YMR256C
PET111,YMR257C
ROY1,YMR258C
TRM732,YMR259C
TIF11,YMR260C
TPS3,YMR261C
YMR262W,YMR262W
SAP30,YMR263W
CUE1,YMR264W
YMR265C,YMR265C
RSN1,YMR266W
PPA2,YMR267W
PRP24,YMR268C
TMA23,YMR269W
RRN9,YMR270C
URA10,YMR271C
SCS7,YMR272C
YMR272W-A,YMR272W-A
YMR272W-B,YMR272W-B
ZDS1,YMR273C
RCE1,YMR274C
BUL1,YMR275C
DSK2,YMR276W
FCP1,YMR277W
PGM3,YMR278W
YMR279C,YMR279C
CAT8,YMR280C
GPI12,YMR281W
AEP2,YMR282C
RIT1,YMR283C
YKU70,YMR284W
NGL2,YMR285C
MRPL33,YMR286W
DSS1,YMR287C
HSH155,YMR288W
ABZ2,YMR289W
HAS1,YMR290C
YMR290W-A,YMR290W-A
TDA1,YMR291W
GOT1,YMR292W
HER2,YMR293C
JNM1,YMR294W
YMR294W-A,YMR294W-A
YMR295C,YMR295C
LCB1,YMR296C
PRC1,YMR297W
LIP1,YMR298W
DYN3,YMR299C
ADE4,YMR300C
ATM1,YMR301C
YME2,YMR302C
ADH2,YMR303C
YMR304C-A,YMR304C-A
UBP15,YMR304W
SCW10,YMR305C
YMR306C-A,YMR306C-A
FKS3,YMR306W
YMR307C-A,YMR307C-A
GAS1,YMR307W
PSE1,YMR308C
NIP1,YMR309C
YMR310C,YMR310C
GLC8,YMR311C
ELP6,YMR312W
TGL3,YMR313C
PRE5,YMR314W
YMR315W,YMR315W
YMR315W-A,YMR315W-A
YMR316C-A,YMR316C-A
YMR316C-B,YMR316C-B
DIA1,YMR316W
YMR317W,YMR317W
ADH6,YMR318C
FET4,YMR319C
YMR320W,YMR320W
YMR321C,YMR321C
SNO4,YMR322C
ERR3,YMR323W
YMR324C,YMR324C
PAU19,YMR325W
YMR326C,YMR326C
DOM34,YNL001W
RLP7,YNL002C
PET8,YNL003C
HRB1,YNL004W
MRP7,YNL005C
LST8,YNL006W
SIS1,YNL007C
ASI3,YNL008C
IDP3,YNL009W
YNL010W,YNL010W
YNL011C,YNL011C
SPO1,YNL012W
YNL013C,YNL013C
HEF3,YNL014W
PBI2,YNL015W
PUB1,YNL016W
YNL017C,YNL017C
YNL018C,YNL018C
YNL019C,YNL019C
ARK1,YNL020C
HDA1,YNL021W
YNL022C,YNL022C
FAP1,YNL023C
YNL024C,YNL024C
KSH1,YNL024C-A
SSN8,YNL025C
SAM50,YNL026W
CRZ1,YNL027W
YNL028W,YNL028W
KTR5,YNL029C
HHF2,YNL030W
HHT2,YNL031C
SIW14,YNL032W
YNL033W,YNL033W
YNL034W,YNL034W
YNL035C,YNL035C
NCE103,YNL036W
IDH1,YNL037C
GPI15,YNL038W
BDP1,YNL039W
YNL040W,YNL040W
COG6,YNL041C
BOP3,YNL042W
YNL042W-B,YNL042W-B
YNL043C,YNL043C
YIP3,YNL044W
LAP2,YNL045W
YNL046W,YNL046W
SLM2,YNL047C
ALG11,YNL048W
SFB2,YNL049C
YNL050C,YNL050C
COG5,YNL051W
COX5a,YNL052W
MSG5,YNL053W
VAC7,YNL054W
YNL054W-A,YNL054W-A
YNL054W-B,YNL054W-B
POR1,YNL055C
OCA2,YNL056W
YNL057W,YNL057W
YNL058C,YNL058C
ARP5,YNL059C
NOP2,YNL061W
GCD10,YNL062C
MTQ1,YNL063W
YDJ1,YNL064C
AQR1,YNL065W
SUN4,YNL066W
RPL9b,YNL067W
YNL067W-A,YNL067W-A
YNL067W-B,YNL067W-B
FKH2,YNL068C
RPL16b,YNL069C
TOM7,YNL070W
LAT1,YNL071W
RNH201,YNL072W
MSK1,YNL073W
MLF3,YNL074C
IMP4,YNL075W
MKS1,YNL076W
APJ1,YNL077W
NIS1,YNL078W
TPM1,YNL079C
EOS1,YNL080C
SWS2,YNL081C
PMS1,YNL082W
SAL1,YNL083W
END3,YNL084C
MKT1,YNL085W
SNN1,YNL086W
TCB2,YNL087W
TOP2,YNL088W
YNL089C,YNL089C
RHO2,YNL090W
NST1,YNL091W
YNL092W,YNL092W
YPT53,YNL093W
APP1,YNL094W
YNL095C,YNL095C
RPS7b,YNL096C
PHO23,YNL097C
YNL097C-B,YNL097C-B
YNL097W-A,YNL097W-A
RAS2,YNL098C
OCA1,YNL099C
AIM37,YNL100W
AVT4,YNL101W
POL1,YNL102W
MET4,YNL103W
YNL103W-A,YNL103W-A
LEU4,YNL104C
YNL105W,YNL105W
INP52,YNL106C
YAF9,YNL107W
YNL108C,YNL108C
YNL109W,YNL109W
NOP15,YNL110C
CYB5,YNL111C
DBP2,YNL112W
RPC19,YNL113W
YNL114C,YNL114C
YNL115C,YNL115C
DMA2,YNL116W
MLS1,YNL117W
DCP2,YNL118C
NCS2,YNL119W
YNL120C,YNL120C
TOM70,YNL121C
YNL122C,YNL122C
NMA111,YNL123W
NAF1,YNL124W
ESBP6,YNL125C
SPC98,YNL126W
FAR11,YNL127W
TEP1,YNL128W
NRK1,YNL129W
CPT1,YNL130C
DGR1,YNL130C-A
TOM22,YNL131W
KRE33,YNL132W
FYV6,YNL133C
YNL134C,YNL134C
FPR1,YNL135C
EAF7,YNL136W
NAM9,YNL137C
SRV2,YNL138W
YSF3,YNL138W-A
THO2,YNL139C
YNL140C,YNL140C
AAH1,YNL141W
MEP2,YNL142W
YNL143C,YNL143C
YNL144C,YNL144C
YNL144W-A,YNL144W-A
MFA2,YNL145W
YNL146C-A,YNL146C-A
YNL146W,YNL146W
LSM7,YNL147W
ALF1,YNL148C
PGA2,YNL149C
YNL150W,YNL150W
RPC31,YNL151C
INN1,YNL152W
GIM3,YNL153C
YCK2,YNL154C
YNL155W,YNL155W
NSG2,YNL156C
IGO1,YNL157W
PGA1,YNL158W
ASI2,YNL159C
YGP1,YNL160W
CBK1,YNL161W
RPL42a,YNL162W
YNL162W-A,YNL162W-A
RIA1,YNL163C
IBD2,YNL164C
YNL165W,YNL165W
BNI5,YNL166C
SKO1,YNL167C
FMP41,YNL168C
PSD1,YNL169C
YNL170W,YNL170W
YNL171C,YNL171C
APC1,YNL172W
MDG1,YNL173C
YNL174W,YNL174W
NOP13,YNL175C
TDA7,YNL176C
MRPL22,YNL177C
RPS3,YNL178W
YNL179C,YNL179C
RHO5,YNL180C
YNL181W,YNL181W
IPI3,YNL182C
NPR1,YNL183C
YNL184C,YNL184C
MRPL19,YNL185C
UBP10,YNL186W
SWT21,YNL187W
KAR1,YNL188W
SRP1,YNL189W
YNL190W,YNL190W
DUG3,YNL191W
CHS1,YNL192W
YNL193W,YNL193W
YNL194C,YNL194C
YNL195C,YNL195C
SLZ1,YNL196C
WHI3,YNL197C
YNL198C,YNL198C
GCR2,YNL199C
YNL200C,YNL200C
PSY2,YNL201C
SPS19,YNL202W
YNL203C,YNL203C
SPS18,YNL204C
YNL205C,YNL205C
RTT106,YNL206C
RIO2,YNL207W
YNL208W,YNL208W
SSB2,YNL209W
MER1,YNL210W
YNL211C,YNL211C
VID27,YNL212W
RRG9,YNL213C
PEX17,YNL214W
IES2,YNL215W
RAP1,YNL216W
YNL217W,YNL217W
MGS1,YNL218W
ALG9,YNL219C
ADE12,YNL220W
POP1,YNL221C
SSU72,YNL222W
ATG4,YNL223W
SQS1,YNL224C
CNM67,YNL225C
YNL226W,YNL226W
JJJ1,YNL227C
YNL228W,YNL228W
URE2,YNL229C
ELA1,YNL230C
PDR16,YNL231C
CSL4,YNL232W
BNI4,YNL233W
YNL234W,YNL234W
YNL235C,YNL235C
SIN4,YNL236W
YTP1,YNL237W
KEX2,YNL238W
LAP3,YNL239W
NAR1,YNL240C
ZWF1,YNL241C
ATG2,YNL242W
SLA2,YNL243W
SUI1,YNL244C
CWC25,YNL245C
VPS75,YNL246W
YNL247W,YNL247W
RPA49,YNL248C
MPA43,YNL249C
RAD50,YNL250W
NRD1,YNL251C
MRPL17,YNL252C
TEX1,YNL253W
RTC4,YNL254C
GIS2,YNL255C
FOL1,YNL256W
SIP3,YNL257C
DSL1,YNL258C
ATX1,YNL259C
LTO1,YNL260C
ORC5,YNL261W
POL2,YNL262W
YIF1,YNL263C
PDR17,YNL264C
IST1,YNL265C
YNL266W,YNL266W
PIK1,YNL267W
LYP1,YNL268W
BSC4,YNL269W
ALP1,YNL270C
BNI1,YNL271C
SEC2,YNL272C
TOF1,YNL273W
GOR1,YNL274C
BOR1,YNL275W
YNL276C,YNL276C
MET2,YNL277W
YNL277W-A,YNL277W-A
CAF120,YNL278W
PRM1,YNL279W
ERG24,YNL280C
HCH1,YNL281W
POP3,YNL282W
WSC2,YNL283C
MRPL10,YNL284C
YNL284C-A,YNL284C-A
YNL284C-B,YNL284C-B
YNL285W,YNL285W
CUS2,YNL286W
SEC21,YNL287W
CAF40,YNL288W
PCL1,YNL289W
RFC3,YNL290W
MID1,YNL291C
PUS4,YNL292W
MSB3,YNL293W
RIM21,YNL294C
YNL295W,YNL295W
YNL296W,YNL296W
MON2,YNL297C
CLA4,YNL298W
TRF5,YNL299W
TOS6,YNL300W
RPL18b,YNL301C
RPS19b,YNL302C
YNL303W,YNL303W
YPT11,YNL304W
BXI1,YNL305C
MRPS18,YNL306W
MCK1,YNL307C
KRI1,YNL308C
STB1,YNL309W
ZIM17,YNL310C
SKP2,YNL311C
RFA2,YNL312W
EMW1,YNL313C
DAL82,YNL314W
ATP11,YNL315C
PHA2,YNL316C
PFS2,YNL317W
HXT14,YNL318C
YNL319W,YNL319W
YNL320W,YNL320W
VNX1,YNL321W
KRE1,YNL322C
LEM3,YNL323W
YNL324W,YNL324W
FIG4,YNL325C
PFA3,YNL326C
EGT2,YNL327W
MDJ2,YNL328C
PEX6,YNL329C
RPD3,YNL330C
AAD14,YNL331C
THI12,YNL332W
SNZ2,YNL333W
SNO2,YNL334C
DDI3,YNL335W
COS1,YNL336W
YNL337W,YNL337W
YNL338W,YNL338W
YRF1-6,YNL339C
YNL339W-A,YNL339W-A
YNL339W-B,YNL339W-B
CIT1,YNR001C
YNR001W-A,YNR001W-A
ATO2,YNR002C
RPC34,YNR003C
YNR003W-A,YNR003W-A
SWM2,YNR004W
YNR005C,YNR005C
VPS27,YNR006W
ATG3,YNR007C
LRO1,YNR008W
NRM1,YNR009W
CSE2,YNR010W
PRP2,YNR011C
URK1,YNR012W
PHO91,YNR013C
YNR014W,YNR014W
SMM1,YNR015W
ACC1,YNR016C
TIM23,YNR017W
RCF2,YNR018W
ARE2,YNR019W
ATP23,YNR020C
YNR021W,YNR021W
MRPL50,YNR022C
SNF12,YNR023W
MPP6,YNR024W
YNR025C,YNR025C
SEC12,YNR026C
BUD17,YNR027W
CPR8,YNR028W
YNR029C,YNR029C
ALG12,YNR030W
SSK2,YNR031C
HUB1,YNR032C-A
PPG1,YNR032W
ABZ1,YNR033W
SOL1,YNR034W
YNR034W-A,YNR034W-A
ARC35,YNR035C
MRPS12,YNR036C
RSM19,YNR037C
DBP6,YNR038W
ZRG17,YNR039C
YNR040W,YNR040W
COQ2,YNR041C
YNR042W,YNR042W
MVD1,YNR043W
AGA1,YNR044W
PET494,YNR045W
TRM112,YNR046W
FPK1,YNR047W
YNR048W,YNR048W
MSO1,YNR049C
LYS9,YNR050C
BRE5,YNR051C
POP2,YNR052C
NOG2,YNR053C
ESF2,YNR054C
HOL1,YNR055C
BIO5,YNR056C
BIO4,YNR057C
BIO3,YNR058W
MNT4,YNR059W
FRE4,YNR060W
YNR061C,YNR061C
YNR062C,YNR062C
YNR063W,YNR063W
YNR064C,YNR064C
YSN1,YNR065C
YNR066C,YNR066C
DSE4,YNR067C
YNR068C,YNR068C
BSC5,YNR069C
PDR18,YNR070W
YNR071C,YNR071C
HXT17,YNR072W
YNR073C,YNR073C
AIF1,YNR074C
YNR075C-A,YNR075C-A
COS10,YNR075W
PAU6,YNR076W
YNR077C,YNR077C
PHO80,YOL001W
IZH2,YOL002C
PFA4,YOL003C
SIN3,YOL004W
RPB11,YOL005C
TOP1,YOL006C
CSI2,YOL007C
COQ10,YOL008W
MDM12,YOL009C
RCL1,YOL010W
PLB3,YOL011W
HTZ1,YOL012C
HRD1,YOL013C
YOL013W-A,YOL013W-A
YOL013W-B,YOL013W-B
YOL014W,YOL014W
IRC10,YOL015W
CMK2,YOL016C
ESC8,YOL017W
TLG2,YOL018C
YOL019W,YOL019W
YOL019W-A,YOL019W-A
TAT2,YOL020W
DIS3,YOL021C
TSR4,YOL022C
IFM1,YOL023W
YOL024W,YOL024W
LAG2,YOL025W
MIM1,YOL026C
MDM38,YOL027C
YAP7,YOL028C
YOL029C,YOL029C
GAS5,YOL030W
SIL1,YOL031C
OPI10,YOL032W
MSE1,YOL033W
SMC5,YOL034W
YOL035C,YOL035C
YOL036W,YOL036W
YOL037C,YOL037C
YOL038C-A,YOL038C-A
PRE6,YOL038W
RPP2a,YOL039W
RPS15,YOL040C
NOP12,YOL041C
NGL1,YOL042W
NTG2,YOL043C
PEX15,YOL044W
PSK2,YOL045W
YOL046C,YOL046C
YOL047C,YOL047C
RRT8,YOL048C
GSH2,YOL049W
YOL050C,YOL050C
GAL11,YOL051W
SPE2,YOL052C
DDR2,YOL052C-A
AIM39,YOL053W
PSH1,YOL054W
THI20,YOL055C
GPM3,YOL056W
YOL057W,YOL057W
ARG1,YOL058W
GPD2,YOL059W
MAM3,YOL060C
PRS5,YOL061W
APM4,YOL062C
CRT10,YOL063C
MET22,YOL064C
INP54,YOL065C
RIB2,YOL066C
RTG1,YOL067C
HST1,YOL068C
NUF2,YOL069W
NBA1,YOL070C
EMI5,YOL071W
THP1,YOL072W
YOL073C,YOL073C
YOL075C,YOL075C
MDM20,YOL076W
BRX1,YOL077C
ATP19,YOL077W-A
AVO1,YOL078W
YOL079W,YOL079W
REX4,YOL080C
IRA2,YOL081W
ATG19,YOL082W
YOL083C-A,YOL083C-A
ATG34,YOL083W
PHM7,YOL084W
YOL085C,YOL085C
YOL085W-A,YOL085W-A
ADH1,YOL086C
MHF1,YOL086W-A
DUF1,YOL087C
MPD2,YOL088C
HAL9,YOL089C
MSH2,YOL090W
SPO21,YOL091W
YPQ1,YOL092W
TRM10,YOL093W
RFC4,YOL094C
HMI1,YOL095C
COQ3,YOL096C
WRS1,YOL097C
YOL097W-A,YOL097W-A
YOL098C,YOL098C
YOL099C,YOL099C
PKH2,YOL100W
IZH4,YOL101C
TPT1,YOL102C
ITR2,YOL103W
YOL103W-A,YOL103W-A
YOL103W-B,YOL103W-B
NDJ1,YOL104C
WSC3,YOL105C
YOL106W,YOL106W
YOL107W,YOL107W
INO4,YOL108C
ZEO1,YOL109W
SHR5,YOL110W
MDY2,YOL111C
MSB4,YOL112W
SKM1,YOL113W
YOL114C,YOL114C
PAP2,YOL115W
MSN1,YOL116W
RRI2,YOL117W
YOL118C,YOL118C
MCH4,YOL119C
RPL18a,YOL120C
RPS19a,YOL121C
SMF1,YOL122C
HRP1,YOL123W
TRM11,YOL124C
TRM13,YOL125W
MDH2,YOL126C
RPL25,YOL127W
YGK3,YOL128C
VPS68,YOL129W
ALR1,YOL130W
YOL131W,YOL131W
GAS4,YOL132W
HRT1,YOL133W
YOL134C,YOL134C
MED7,YOL135C
PFK27,YOL136C
BSC6,YOL137W
RTC1,YOL138C
CDC33,YOL139C
ARG8,YOL140W
PPM2,YOL141W
RRP40,YOL142W
RIB4,YOL143C
NOP8,YOL144W
CTR9,YOL145C
PSF3,YOL146W
PEX11,YOL147C
SPT20,YOL148C
DCP1,YOL149W
YOL150C,YOL150C
GRE2,YOL151W
FRE7,YOL152W
ZPS1,YOL154W
HPF1,YOL155C
YOL155W-A,YOL155W-A
HXT11,YOL156W
IMA2,YOL157C
ENB1,YOL158C
YOL159C,YOL159C
YOL159C-A,YOL159C-A
YOL160W,YOL160W
PAU20,YOL161C
YOL162W,YOL162W
YOL163W,YOL163W
BDS1,YOL164W
YOL164W-A,YOL164W-A
AAD15,YOL165C
YOL166C,YOL166C
YOL166W-A,YOL166W-A
RRP6,YOR001W
ALG6,YOR002W
YSP3,YOR003W
UTP23,YOR004W
DNL4,YOR005C
TSR3,YOR006C
SGT2,YOR007C
SLG1,YOR008C
YOR008C-A,YOR008C-A
YOR008W-B,YOR008W-B
TIR4,YOR009W
TIR2,YOR010C
AUS1,YOR011W
YOR011W-A,YOR011W-A
YOR012W,YOR012W
YOR013W,YOR013W
RTS1,YOR014W
YOR015W,YOR015W
ERP4,YOR016C
PET127,YOR017W
ROD1,YOR018W
YOR019W,YOR019W
HSP10,YOR020C
YOR020W-A,YOR020W-A
SFM1,YOR021C
YOR022C,YOR022C
AHC1,YOR023C
YOR024W,YOR024W
HST3,YOR025W
BUB3,YOR026W
STI1,YOR027W
CIN5,YOR028C
YOR029W,YOR029W
DFG16,YOR030W
HMS1,YOR032C
YOR032W-A,YOR032W-A
EXO1,YOR033C
AKR2,YOR034C
YOR034C-A,YOR034C-A
SHE4,YOR035C
PEP12,YOR036W
CYC2,YOR037W
HIR2,YOR038C
CKB2,YOR039W
GLO4,YOR040W
YOR041C,YOR041C
CUE5,YOR042W
WHI2,YOR043W
IRC23,YOR044W
TOM6,YOR045W
DBP5,YOR046C
STD1,YOR047C
RAT1,YOR048C
RSB1,YOR049C
YOR050C,YOR050C
ETT1,YOR051C
YOR052C,YOR052C
YOR053W,YOR053W
VHS3,YOR054C
YOR055W,YOR055W
NOB1,YOR056C
SGT1,YOR057W
ASE1,YOR058C
YOR059C,YOR059C
SLD7,YOR060C
CKA2,YOR061W
YOR062C,YOR062C
RPL3,YOR063W
YNG1,YOR064C
CYT1,YOR065W
MSA1,YOR066W
ALG8,YOR067C
VAM10,YOR068C
VPS5,YOR069W
GYP1,YOR070C
NRT1,YOR071C
YOR072W,YOR072W
YOR072W-A,YOR072W-A
YOR072W-B,YOR072W-B
SGO1,YOR073W
YOR073W-A,YOR073W-A
CDC21,YOR074C
UFE1,YOR075W
SKI7,YOR076C
RTS2,YOR077W
BUD21,YOR078W
ATX2,YOR079C
DIA2,YOR080W
TGL5,YOR081C
YOR082C,YOR082C
WHI5,YOR083W
LPX1,YOR084W
OST3,YOR085W
TCB1,YOR086C
YVC1,YOR087W
VPS21,YOR089C
PTC5,YOR090C
TMA46,YOR091W
ECM3,YOR092W
YOR093C,YOR093C
ARF3,YOR094W
RKI1,YOR095C
RPS7a,YOR096W
YOR097C,YOR097C
NUP1,YOR098C
KTR1,YOR099W
CRC1,YOR100C
RAS1,YOR101W
YOR102W,YOR102W
OST2,YOR103C
PIN2,YOR104W
YOR105W,YOR105W
VAM3,YOR106W
RGS2,YOR107W
YOR108C-A,YOR108C-A
LEU9,YOR108W
INP53,YOR109W
TFC7,YOR110W
YOR111W,YOR111W
CEX1,YOR112W
AZF1,YOR113W
YOR114W,YOR114W
TRS33,YOR115C
RPO31,YOR116C
RPT5,YOR117W
RTC5,YOR118W
RIO1,YOR119C
GCY1,YOR120W
YOR121C,YOR121C
PFY1,YOR122C
LEO1,YOR123C
UBP2,YOR124C
CAT5,YOR125C
IAH1,YOR126C
RGA1,YOR127W
ADE2,YOR128C
AFI1,YOR129C
ORT1,YOR130C
YOR131C,YOR131C
VPS17,YOR132W
EFT1,YOR133W
BAG7,YOR134W
YOR135C,YOR135C
IDH2,YOR136W
SIA1,YOR137C
RUP1,YOR138C
YOR139C,YOR139C
SFL1,YOR140W
ARP8,YOR141C
LSC1,YOR142W
YOR142W-A,YOR142W-A
YOR142W-B,YOR142W-B
THI80,YOR143C
ELG1,YOR144C
PNO1,YOR145C
YOR146W,YOR146W
MDM32,YOR147W
SPP2,YOR148C
SMP3,YOR149C
MRPL23,YOR150W
RPB2,YOR151C
YOR152C,YOR152C
PDR5,YOR153W
SLP1,YOR154W
ISN1,YOR155C
NFI1,YOR156C
PUP1,YOR157C
PET123,YOR158W
SME1,YOR159C
MTR10,YOR160W
PNS1,YOR161C
YOR161C-C,YOR161C-C
YOR161W-A,YOR161W-A
YOR161W-B,YOR161W-B
YRR1,YOR162C
DDP1,YOR163W
GET4,YOR164C
SEY1,YOR165W
SWT1,YOR166C
RPS28a,YOR167C
GLN4,YOR168W
YOR169C,YOR169C
YOR170W,YOR170W
LCB4,YOR171C
YRM1,YOR172W
DCS2,YOR173W
MED4,YOR174W
ALE1,YOR175C
HEM15,YOR176W
MPC54,YOR177C
GAC1,YOR178C
SYC1,YOR179C
DCI1,YOR180C
LAS17,YOR181W
RPS30b,YOR182C
FYV12,YOR183W
SER1,YOR184W
GSP2,YOR185C
YOR186C-A,YOR186C-A
YOR186W,YOR186W
TUF1,YOR187W
MSB1,YOR188W
IES4,YOR189W
SPR1,YOR190W
ULS1,YOR191W
THI72,YOR192C
YOR192C-A,YOR192C-A
YOR192C-B,YOR192C-B
YOR192C-C,YOR192C-C
PEX27,YOR193W
TOA1,YOR194C
SLK19,YOR195W
LIP5,YOR196C
MCA1,YOR197W
BFR1,YOR198C
YOR199W,YOR199W
YOR200W,YOR200W
MRM1,YOR201C
HIS3,YOR202W
YOR203W,YOR203W
DED1,YOR204W
GEP3,YOR205C
NOC2,YOR206W
RET1,YOR207C
PTP2,YOR208W
NPT1,YOR209C
RPB10,YOR210W
MGM1,YOR211C
STE4,YOR212W
SAS5,YOR213C
YOR214C,YOR214C
AIM41,YOR215C
RUD3,YOR216C
RFC1,YOR217W
YOR218C,YOR218C
STE13,YOR219C
RCN2,YOR220W
MCT1,YOR221C
ODC2,YOR222W
YOR223W,YOR223W
RPB8,YOR224C
YOR225W,YOR225W
ISU2,YOR226C
HER1,YOR227W
YOR228C,YOR228C
WTM2,YOR229W
WTM1,YOR230W
YOR231C-A,YOR231C-A
MKK1,YOR231W
MGE1,YOR232W
KIN4,YOR233W
RPL33b,YOR234C
YOR235W,YOR235W
DFR1,YOR236W
HES1,YOR237W
YOR238W,YOR238W
ABP140,YOR239W
MET7,YOR241W
SSP2,YOR242C
PUS7,YOR243C
ESA1,YOR244W
DGA1,YOR245C
ENV9,YOR246C
SRL1,YOR247W
YOR248W,YOR248W
APC5,YOR249C
CLP1,YOR250C
TUM1,YOR251C
TMA16,YOR252W
NAT5,YOR253W
SEC63,YOR254C
OSW1,YOR255W
TRE2,YOR256C
CDC31,YOR257W
HNT3,YOR258W
RPT4,YOR259C
GCD1,YOR260W
RPN8,YOR261C
GPN2,YOR262W
YOR263C,YOR263C
DSE3,YOR264W
RBL2,YOR265W
PNT1,YOR266W
HRK1,YOR267C
YOR268C,YOR268C
PAC1,YOR269W
VPH1,YOR270C
FSF1,YOR271C
YTM1,YOR272W
TPO4,YOR273C
MOD5,YOR274W
RIM20,YOR275C
CAF20,YOR276W
YOR277C,YOR277C
HEM4,YOR278W
RFM1,YOR279C
FSH3,YOR280C
PLP2,YOR281C
YOR282W,YOR282W
YOR283W,YOR283W
HUA2,YOR284W
RDL1,YOR285W
RDL2,YOR286W
RRP36,YOR287C
MPD1,YOR288C
YOR289W,YOR289W
SNF2,YOR290C
YPK9,YOR291W
YOR292C,YOR292C
YOR293C-A,YOR293C-A
RPS10a,YOR293W
RRS1,YOR294W
UAF30,YOR295W
YOR296W,YOR296W
TIM18,YOR297C
MBF1,YOR298C-A
MUM3,YOR298W
BUD7,YOR299W
YOR300W,YOR300W
RAX1,YOR301W
YOR302W,YOR302W
CPA1,YOR303W
YOR304C-A,YOR304C-A
ISW2,YOR304W
RRG7,YOR305W
MCH5,YOR306C
SLY41,YOR307C
SNU66,YOR308C
YOR309C,YOR309C
NOP58,YOR310C
DGK1,YOR311C
RPL20b,YOR312C
SPS4,YOR313C
YOR314W,YOR314W
YOR314W-A,YOR314W-A
SFG1,YOR315W
COT1,YOR316C
YOR316C-A,YOR316C-A
FAA1,YOR317W
YOR318C,YOR318C
HSH49,YOR319W
GNT1,YOR320C
PMT3,YOR321W
LDB19,YOR322C
PRO2,YOR323C
